JLSJC,SJLX,CLBS,FSRQ,CJXH,CJBH,YWFL,WTXH,SBXH,ZQDM,JYSC,GDDM,SBXW,WTFX,PCLX,CJSJ,CJSL,CJJG,CJJE,TOTALFEE,WTSL,PRICE,FUND,ASSET,COMBI,ZLXH,XGCX,ORIG,SFBZ,TZGW,AUTO,COMP,ALGO,WTZT,TSBZ,TZLX,PCFX,OPERATOR,SFCD,FQFS,DRSL,DRJE,WTPH,JYSL,BDKC,WBXT,XTLY,SBFX,ZCJSL,ZCJJE,HGXH,JGLX,ZRZH,MBLX,SCCJSJ,ETFSSFS,HBDM,CPBH,DYBH,ZHBH
2022-02-10 09:32:53,fund.jy.realdeal,0,20220210,50000317,0104000003479139,1,10000303,10000254,000683,2,0899220550,240200,2,,93252,100.0,9.93,993.0,1.19,20000.0,9.93,522,923,923,0,0,7,,400110,0,0,,6,0,1,0,400002,0,Y,100.0,993.0,10000304,0,,43,1,0S,0.0,0.0,0,0,0,,93252,,,0040A011,2,2
2022-02-10 09:32:53,fund.jy.realdeal,0,20220210,50000318,0104000003479181,1,10000303,10000254,000683,2,0899220550,240200,2,,93252,700.0,9.93,6951.0,8.34,20000.0,9.93,522,923,923,0,0,7,,400110,0,0,,6,0,1,0,400002,0,Y,800.0,7944.0,10000304,0,,43,1,0S,0.0,0.0,0,0,0,,93252,,,0040A011,2,2
2022-02-10 09:32:53,fund.jy.realdeal,0,20220210,50000319,0104000003482261,1,10000303,10000254,000683,2,0899220550,240200,2,,93252,3000.0,9.93,29790.0,35.75,20000.0,9.93,522,923,923,0,0,7,,400110,0,0,,6,0,1,0,400002,0,Y,3800.0,37734.0,10000304,0,,43,1,0S,0.0,0.0,0,0,0,,93252,,,0040A011,2,2
2022-02-10 09:32:53,fund.jy.realdeal,0,20220210,50000320,0104000003482586,1,10000303,10000254,000683,2,0899220550,240200,2,,93252,3900.0,9.93,38727.0,46.47,20000.0,9.93,522,923,923,0,0,7,,400110,0,0,,6,0,1,0,400002,0,Y,7700.0,76461.0,10000304,0,,43,1,0S,0.0,0.0,0,0,0,,93252,,,0040A011,2,2
2022-02-10 09:32:53,fund.jy.realdeal,0,20220210,50000321,0104000003482758,1,10000303,10000254,000683,2,0899220550,240200,2,,93252,300.0,9.93,2979.0,3.58,20000.0,9.93,522,923,923,0,0,7,,400110,0,0,,6,0,1,0,400002,0,Y,8000.0,79440.0,10000304,0,,43,1,0S,0.0,0.0,0,0,0,,93252,,,0040A011,2,2
2022-02-10 09:32:53,fund.jy.realdeal,0,20220210,50000322,0104000003484091,1,10000303,10000254,000683,2,0899220550,240200,2,,93252,1000.0,9.93,9930.0,11.91,20000.0,9.93,522,923,923,0,0,7,,400110,0,0,,6,0,1,0,400002,0,Y,9000.0,89370.0,10000304,0,,43,1,0S,0.0,0.0,0,0,0,,93252,,,0040A011,2,2
2022-02-10 09:32:53,fund.jy.realdeal,0,20220210,50000323,0104000003484484,1,10000303,10000254,000683,2,0899220550,240200,2,,93252,1900.0,9.93,18867.0,22.65,20000.0,9.93,522,923,923,0,0,7,,400110,0,0,,6,0,1,0,400002,0,Y,10900.0,108237.0,10000304,0,,43,1,0S,0.0,0.0,0,0,0,,93252,,,0040A011,2,2
2022-02-10 09:32:53,fund.jy.realdeal,0,20220210,50000324,0104000003484652,1,10000303,10000254,000683,2,0899220550,240200,2,,93252,200.0,9.93,1986.0,2.38,20000.0,9.93,522,923,923,0,0,7,,400110,0,0,,6,0,1,0,400002,0,Y,11100.0,110223.0,10000304,0,,43,1,0S,0.0,0.0,0,0,0,,93252,,,0040A011,2,2
2022-02-10 09:32:53,fund.jy.realdeal,0,20220210,50000325,0104000003485321,1,10000303,10000254,000683,2,0899220550,240200,2,,93252,200.0,9.93,1986.0,2.39,20000.0,9.93,522,923,923,0,0,7,,400110,0,0,,6,0,1,0,400002,0,Y,11300.0,112209.0,10000304,0,,43,1,0S,0.0,0.0,0,0,0,,93252,,,0040A011,2,2
2022-02-10 09:32:53,fund.jy.realdeal,0,20220210,50000326,0104000003485621,1,10000303,10000254,000683,2,0899220550,240200,2,,93252,5000.0,9.93,49650.0,59.58,20000.0,9.93,522,923,923,0,0,7,,400110,0,0,,6,0,1,0,400002,0,Y,16300.0,161859.0,10000304,0,,43,1,0S,0.0,0.0,0,0,0,,93252,,,0040A011,2,2
2022-02-10 09:32:53,fund.jy.realdeal,0,20220210,50000327,0104000003485801,1,10000303,10000254,000683,2,0899220550,240200,2,,93252,100.0,9.93,993.0,1.19,20000.0,9.93,522,923,923,0,0,7,,400110,0,0,,6,0,1,0,400002,0,Y,16400.0,162852.0,10000304,0,,43,1,0S,0.0,0.0,0,0,0,,93252,,,0040A011,2,2
2022-02-10 09:32:53,fund.jy.realdeal,0,20220210,50000328,0104000003486826,1,10000303,10000254,000683,2,0899220550,240200,2,,93252,2000.0,9.93,19860.0,23.83,20000.0,9.93,522,923,923,0,0,7,,400110,0,0,,6,0,1,0,400002,0,Y,18400.0,182712.0,10000304,0,,43,1,0S,0.0,0.0,0,0,0,,93252,,,0040A011,2,2
2022-02-10 09:32:53,fund.jy.realdeal,0,20220210,50000329,0104000003489307,1,10000303,10000254,000683,2,0899220550,240200,2,,93253,700.0,9.93,6951.0,8.34,20000.0,9.93,522,923,923,0,0,7,,400110,0,0,,6,0,1,0,400002,0,Y,19100.0,189663.0,10000304,0,,43,1,0S,0.0,0.0,0,0,0,,93252,,,0040A011,2,2
2022-02-10 09:32:53,fund.jy.realdeal,0,20220210,50000330,0104000003489487,1,10000303,10000254,000683,2,0899220550,240200,2,,93253,500.0,9.93,4965.0,5.97,20000.0,9.93,522,923,923,0,0,7,,400110,0,0,,6,0,1,0,400002,0,Y,19600.0,194628.0,10000304,0,,43,1,0S,0.0,0.0,0,0,0,,93252,,,0040A011,2,2
2022-02-10 09:32:53,fund.jy.realdeal,0,20220210,50000331,0104000003489742,1,10000303,10000254,000683,2,0899220550,240200,2,,93253,400.0,9.93,3972.0,4.76,20000.0,9.93,522,923,923,0,0,7,,400110,0,0,,7,0,1,0,400002,0,Y,20000.0,198600.0,10000304,0,,43,1,0S,0.0,0.0,0,0,0,,93252,,,0040A011,2,2
2022-02-10 09:33:18,fund.jy.realdeal,0,20220210,50000382,0103000003934708,1,10000314,10000259,000933,2,0899220550,240200,1,,93315,5200.0,12.97,67444.0,13.49,25000.0,12.98,522,923,923,0,0,7,,400104,0,0,,6,0,1,0,400002,0,Y,5200.0,67444.0,10000315,0,,48,1,0B,0.0,0.0,0,0,0,,93315,,,0040A011,2,2
